"","ID","MHC_IPS","EC_IPS","SC_IPS","CP_IPS","AZ_IPS","IPS_IPS"
"53","TCGA-P6-A5OG-01A",0.40367008846552,NA,NA,0.096925243648559,0.500595332114079,2
"54","TCGA-PA-A5YG-01A",0.775121101742142,NA,NA,0.161123638811023,0.936244740553165,3
"55","TCGA-OR-A5KZ-01A",1.00018274971375,NA,NA,0.130586602834727,1.13076935254848,4
"56","TCGA-OR-A5J8-01A",0.314251731577645,NA,NA,0.182150630113053,0.496402361690698,2
"57","TCGA-PK-A5HB-01A",0.873388306302389,NA,NA,-0.0864858380228336,0.786902468279555,3
"58","TCGA-OR-A5K9-01A",0.868111651642885,NA,NA,-0.0231799140695555,0.84493173757333,3
"59","TCGA-OR-A5JZ-01A",0.986412292810765,NA,NA,0.0175190785892945,1.00393137140006,3
"60","TCGA-OR-A5JD-01A",0.802414694420688,NA,NA,0.143657865522604,0.946072559943293,3
"61","TCGA-OR-A5JY-01A",1.01874849797194,NA,NA,-0.173557055598913,0.845191442373026,3
"62","TCGA-OR-A5LR-01A",1.05103141097751,NA,NA,0.0698601678562808,1.12089157883379,4
"63","TCGA-OR-A5LM-01A",1.15591430641752,NA,NA,-0.00958949873707174,1.14632480768045,4
"64","TCGA-OR-A5LD-01A",0.664234261764292,NA,NA,-0.0581066334724583,0.606127628291834,2
"65","TCGA-OR-A5KY-01A",0.643895648084822,NA,NA,-0.00585080525616772,0.638044842828654,2
"66","TCGA-OR-A5LA-01A",0.861544969638091,NA,NA,0.139019108139058,1.00056407777715,3
"67","TCGA-P6-A5OF-01A",0.815304507247481,NA,NA,-0.117795727478022,0.697508779769459,2
"68","TCGA-OR-A5LG-01A",0.891177234342485,NA,NA,-0.14821891571998,0.742958318622505,2
"69","TCGA-OR-A5J1-01A",0.867654623437447,NA,NA,-0.11141683092407,0.756237792513378,3
"70","TCGA-OR-A5L4-01A",1.01393277175352,NA,NA,-0.17722282860378,0.836709943149741,3
"71","TCGA-OR-A5KX-01A",1.11369027539716,NA,NA,-0.133715370903171,0.979974904493985,3
"72","TCGA-OR-A5K1-01A",1.08069262328929,NA,NA,0.0322174047290722,1.11291002801836,4
"73","TCGA-OR-A5L9-01A",1.02251776380322,NA,NA,-0.0571905277399736,0.96532723606325,3
"74","TCGA-OR-A5KT-01A",0.947138495141482,NA,NA,-0.089199903827207,0.857938591314275,3
"75","TCGA-OR-A5J6-01A",1.03809136052593,NA,NA,-0.306588492722943,0.731502867802991,2
"76","TCGA-OR-A5KU-01A",0.954354492907018,NA,NA,-0.0402357705450598,0.914118722361958,3
