"","ID","T_cells_MCPcounter","CD8_T_cells_MCPcounter","Cytotoxic_lymphocytes_MCPcounter","B_lineage_MCPcounter","NK_cells_MCPcounter","Monocytic_lineage_MCPcounter","Myeloid_dendritic_cells_MCPcounter","Neutrophils_MCPcounter","Endothelial_cells_MCPcounter","Fibroblasts_MCPcounter"
"27","TCGA-OR-A5LT-01A",0.449511226558991,0.08758619680833,0.510290668130056,0.376487274570607,0.150346865977102,1.74891202697536,0.33167292976597,1.00851428589366,1.6149481824542,3.3317515273484
"28","TCGA-OR-A5K4-01A",0.466610546944854,0.110933776471878,0.560649665786483,0.775211332908437,0.880281147221776,1.42771320763926,1.62734416002528,1.69452546946031,2.59977511184675,2.91765514676631
"29","TCGA-OR-A5L6-01A",0.435449870461136,0.0980625104355023,0.743584221810374,0.469148279369644,0.378740533663449,1.24764611357873,0.921493411931265,1.2002909917015,2.19948284744689,3.3698768176916
"30","TCGA-PK-A5H8-01A",0.546871832428191,0.0722083933983081,0.27537111172025,1.14010773166772,0.167241083647786,2.54981664693943,1.26646969065453,1.67403465630622,2.7135140374706,3.11083447995566
"31","TCGA-OR-A5JJ-01A",1.0299732638559,0.507398387284029,0.758345670442991,2.73905886946429,0.307638954303376,1.13252836866002,0.627557772293741,1.25952751339963,2.52848451690303,4.36025683943873
"32","TCGA-OR-A5JL-01A",0.599220823976697,0.177965831940147,0.620526818161327,1.97583694312814,0.451763727430928,1.96816532463953,1.53555339185428,1.7286372943648,3.26723682404368,3.0409454998236
"33","TCGA-OR-A5KY-01A",0.435926372944525,0.22426606510209,0.340797163729417,0.982050284898514,0.193006776091429,2.07053746945475,0.57991824128339,1.23767738629944,2.70012945835261,4.90922761432366
"34","TCGA-OR-A5LC-01A",0.569642648351532,0.0633832354851729,0.361277114745613,1.44677009035605,0.240135700936149,1.67986400290325,1.09380509931912,1.42438575765624,2.67681979334441,5.85748816691265
"35","TCGA-OR-A5LJ-01A",1.66197490112977,0.591721081377374,0.82837661274785,1.36193973364114,0.195336025498733,1.47015546410978,0.740369141141934,1.34308708521856,2.28195282913903,3.09301224604537
"36","TCGA-OR-A5JA-01A",0.595511000114364,0.0637749730456506,0.339051567472161,1.11288865380667,0.400194895905927,1.76685224781505,1.44224208398445,1.62881051635955,2.35560101187271,4.40266947920805
"37","TCGA-OR-A5J1-01A",0.546007754162222,0.226948948486237,0.365637632760141,0.825328429711261,0.134829971236569,1.6135601262292,1.61024059127162,1.16125927684484,2.33046513299811,2.87542513810881
"38","TCGA-OR-A5JP-01A",0.405680514659711,0.0613117924798037,0.338295578002062,1.2596777775404,0.154172584898532,1.31683505061139,0.982462722370206,1.42145448405472,2.84394602451837,5.49065203171641
"39","TCGA-OR-A5LS-01A",0.409060247029101,0.0386976858889534,0.297073325861773,1.39954474096494,0.268770572650225,1.26984221647951,0.519122507273609,1.75950187300222,2.50947433430742,2.28789759914074
"40","TCGA-OR-A5JC-01A",0.508688958823691,0.0664888999937732,0.710855859670767,1.11071146309281,0.252112264457036,1.49390600975881,1.57955595380002,1.41451266660453,2.75879397840401,4.08009772905481
"41","TCGA-OR-A5KZ-01A",1.08459420752651,0.213821932519475,0.803625199220354,1.57458848786514,0.341396737373675,1.94804674581894,2.15995822233578,1.649018919346,4.04049573994794,6.28031919549269
"42","TCGA-OR-A5LG-01A",0.468729289626465,0.460764649325539,0.523220401611313,1.13164168228472,0.184424002436775,2.09723834287088,1.17074908217794,1.56433236725618,2.37855759942352,4.60717924142549
"43","TCGA-OR-A5KU-01A",0.655404932882081,0.0607857147322084,0.350816690396127,1.20045012009045,0.276006466925969,0.844548056425865,1.74257904824882,1.75404961367009,2.03144408287941,3.85892595808239
"44","TCGA-OR-A5JS-01A",0.834342412291947,0.176474853183672,0.434643327155272,0.962469264567804,0.211977517100684,0.861168653943987,0.72270519716921,1.58814837330521,2.56857818809563,3.85280350158489
"45","TCGA-OR-A5K2-01A",0.362469869185448,0.153257402446235,0.322082603779228,0.997416373428017,0.194250158540286,1.64181649117223,1.43613179115728,1.34277221875448,2.55788823261731,3.66716251811362
"46","TCGA-OR-A5K6-01A",0.779247256167586,0.0567995516289986,0.318908425706387,0.986484925472513,0.129617815062382,1.89493997429867,0.664628452284909,1.73923611503111,2.45375448467502,3.40103425594569
"47","TCGA-OR-A5KW-01A",0.561508443349848,0.073374996167926,0.325465450672191,0.967774070400439,0.15570456674513,1.20813801147452,1.18437527561784,1.75105535203598,2.54792991548587,4.30248074527621
"48","TCGA-OR-A5LL-01A",0.388073145447163,0.0977340801749484,0.548584961013037,1.10383319471345,0.358341157008385,1.47031348088884,1.39515352666959,2.20380730589578,2.29450358281486,3.98634646478576
"49","TCGA-OR-A5JG-01A",0.3149276079333,0.0708125462141965,0.374408225924343,1.01220231835031,0.129127302466429,1.55112902691392,0.585021819854771,1.24957626735718,2.55310259833549,4.13123492705523
"50","TCGA-OR-A5K5-01A",0.816103387556924,0.0523115116898449,0.528435012799078,0.715315042848372,0.223133168600279,1.27735111129022,1.01618439215265,1.73107997271362,2.54644137830419,3.95015414559727
"51","TCGA-OR-A5JY-01A",0.499784869775173,0.0607227723681045,0.555338179841162,1.5332972068826,0.262729655196718,1.93576665073695,1.69387122907899,2.28475824696006,2.90172270586789,4.0131114587967
"52","TCGA-OR-A5K8-01A",0.320359002210795,0.193650174020295,0.290263644810533,0.522895379090009,0.154793872551672,0.672362098674986,0.65227665340398,1.11794950660567,1.65819268000274,3.33221072111397
"53","TCGA-OR-A5J9-01A",0.594242321609121,0.148794686072788,0.611866042678273,0.787917634536281,0.360397356134546,1.2290950899893,0.529397865068745,1.47308273902468,3.94464528230124,4.51820525273101
"54","TCGA-OR-A5JE-01A",0.390970136402326,0.0496056547193108,0.267340845632596,0.60712159902704,0.248808167519836,2.00113081890473,0.970380051391455,1.36749232054664,2.91614660938151,4.33062938894553
"55","TCGA-OR-A5J3-01A",0.412641575378191,0.0312891087552956,0.59014990459182,0.788608799065737,0.21747168543132,0.965644591014414,0.938885464659086,1.86182386567626,2.53512356867563,3.60296543902319
"56","TCGA-OR-A5JM-01A",1.07255553112323,0.0367739874062898,0.254474900996329,1.03508719178667,0.198774325062964,0.700480475942926,0.967593095643239,1.52301934111084,2.27994751076707,3.77996582195993
"57","TCGA-OR-A5J5-01A",0.6343263144222,0.0290460192200325,0.246418817640259,0.640150559173924,0.122891324913796,1.09350918852642,0.479154835152685,1.22187652183168,1.47215841345401,2.66151312081895
"58","TCGA-OU-A5PI-01A",0.885376542140493,0.223707848158497,0.422068365533816,1.10582306993373,0.196537644430774,1.61719061619184,1.09912297640553,1.34203572160452,2.55223312024648,5.1289940348249
"59","TCGA-PK-A5HB-01A",0.4510569694868,0.0684317911939575,0.311705239788038,0.537513972261258,0.218533805332213,1.50605797882727,1.02786283784472,1.91064760046513,3.25686285163832,5.06769636750103
"60","TCGA-OR-A5JF-01A",0.621685782962532,0.0604478984799624,0.442270471848283,1.04573666186926,0.120619037817487,0.940276048764384,0.719913100448357,1.56560815261068,2.57469344844737,4.04118772095799
"61","TCGA-OR-A5LM-01A",0.449038826574453,0.0839316607142529,0.291700725659367,0.955260421150543,0.141926101483942,1.55931063433096,1.41830426768429,1.2553222659387,2.2810179830712,2.65600849811385
"62","TCGA-OR-A5JW-01A",0.312413588808309,0.0413117096021932,0.299497114289041,1.22291047733452,0.16297691822626,1.45509637788899,0.871721878820769,1.52984696316785,3.02538739193301,3.37969605274612
"63","TCGA-OR-A5K9-01A",0.795797173232792,0.0336975409464322,0.197718351062681,0.584450620677179,0.150005757683518,1.30180961997464,0.443890916055437,1.70680039488427,2.31744661058784,3.9798479519456
"64","TCGA-OR-A5KO-01A",0.410454373555155,0.0493441497865406,0.336364610466655,1.03055487381015,0.262727621391852,1.15641684476986,0.73068036758349,1.69987614925816,2.74582572653739,4.49293261914138
"65","TCGA-OR-A5L8-01A",0.759505424815019,0.062412144358295,0.341858699507423,0.955536344294248,0.276437386068937,1.09032856237273,0.812040701107133,1.66050275504383,2.74374835383422,4.69373300130583
"66","TCGA-OR-A5J7-01A",0.464552399825696,0.0940965789870538,0.226433011091753,0.566852255180914,0.190870355555082,1.16375475631931,1.27892493643179,1.40326080809196,3.39156198592043,4.05651512786054
"67","TCGA-OR-A5LO-01A",0.386947785793724,0.0735676129758745,0.535988201137923,0.782434701053971,0.149223585577782,0.622024917042775,0.433548340069245,1.3811418557931,2.36915339018504,4.27566693759633
"68","TCGA-OR-A5KX-01A",0.502704131980076,0.0754748941721214,0.531640852531391,0.665362675073378,0.180813422184211,1.59263131434066,1.20570589204886,1.08789885324784,2.83936744647085,2.98499892301352
"69","TCGA-OR-A5KV-01A",0.855024568546791,0.115182995059889,0.611508128245481,0.651711045239023,0.132474310329232,1.06629778928619,0.637840634933965,1.47036175165236,2.52607232347816,4.72716590227401
"70","TCGA-OR-A5L3-01A",0.197055430932009,0.0560652267998316,0.114156763885619,0.349948160967354,0.0659114235048336,0.616970341589463,0.259087182565404,0.766537485941886,0.969748205427764,1.67203809753803
"71","TCGA-OR-A5LB-01A",0.676169702932669,0.111148504838491,0.192754308984082,0.726098440746468,0.191403623608111,1.17957766927027,0.573647433343659,1.68199147670469,3.01088336674439,3.80859252853866
"72","TCGA-OR-A5LE-01A",0.455506142539414,0.0497637245244724,0.21420225228488,1.04777084504035,0.330701175033508,0.874703425058331,0.558895887403717,1.51290306705651,2.66130772663076,3.34602404605845
"73","TCGA-OR-A5K0-01A",0.512409479166786,0.141263454284791,0.323730243906519,2.09649084863379,0.311531697072,1.25045735236785,1.37709979751417,1.55373018390439,1.70455454945051,2.4296859387939
"74","TCGA-OR-A5LD-01A",0.439016860033427,0.0295619807592712,0.214471396434306,0.729481960234503,0.339695049577047,0.409288398733196,0.390557567341536,0.753326214898237,1.66095974138878,2.90702390317624
"75","TCGA-P6-A5OF-01A",0.85534227201126,0.0422830861475697,0.569837297766394,0.887450425147915,0.195010513598325,1.88727445808467,1.07070937832678,1.88268370555952,3.04613734959016,5.13109348788032
"76","TCGA-P6-A5OG-01A",2.03023395142787,1.74429600063144,2.15185701083925,1.69309280018943,0.831097915134083,3.8438373226789,1.5738298163905,3.17712264510249,4.4118817041859,7.66520371777212
